epoch,novelty_rate,novelty_source_count,genome_entropy,domain_entropy,extinctions,total_knowledge,is_monoculture
1814,8,5,0.0,0.0,0,10,true
1815,-9,5,0.0,0.0,0,1,true
1816,2,5,0.0,0.0,0,3,true
1817,6,5,0.0,0.0,0,9,true
1818,-5,5,0.0,0.0,0,4,true
1819,6,5,0.0,0.0,0,10,true
1820,-8,5,0.0,0.0,0,2,true
1821,1,4,0.0,0.0,0,3,true
1822,-1,5,0.0,0.0,0,2,true
1823,0,5,0.0,0.0,0,2,true
1824,6,5,0.0,0.0,0,8,true
1825,-5,5,0.0,0.0,0,3,true
1826,2,5,0.0,0.0,0,5,true
1827,0,5,0.0,0.0,0,5,true
1828,0,5,0.0,0.0,0,5,true
1829,0,5,0.0,0.0,0,5,true
1830,-2,5,0.0,0.0,0,3,true
1831,2,5,0.0,0.0,0,5,true
1832,-1,5,0.0,0.0,0,4,true
1833,4,5,0.0,0.0,0,8,true
1834,0,5,0.0,0.0,0,8,true
1835,-7,5,0.0,0.0,0,1,true
1836,2,5,0.0,0.0,0,3,true
1837,0,5,0.0,0.0,0,3,true
1838,-2,5,0.0,0.0,0,1,true
1839,9,5,0.0,0.0,0,10,true
1840,-6,5,0.0,0.0,0,4,true
1841,3,5,0.0,0.0,0,7,true
1842,-2,5,0.0,0.0,0,5,true
1843,3,5,0.0,0.0,0,8,true
1844,-6,5,0.0,0.0,0,2,true
1845,6,5,0.0,0.0,0,8,true
1846,-6,5,0.0,0.0,0,2,true
1847,0,4,0.0,0.0,0,2,true
1848,8,5,0.0,0.0,0,10,true
1849,-1,5,0.0,0.0,0,9,true
1850,-3,2,0.0,0.0,0,6,true
1851,-3,5,0.0,0.0,0,3,true
1852,4,5,0.0,0.0,0,7,true
1853,1,5,0.0,0.0,0,8,true
1854,-2,5,0.0,0.0,0,6,true
1855,-1,5,0.0,0.0,0,5,true
1856,-3,5,0.0,0.0,0,2,true
1857,6,5,0.0,0.0,0,8,true
1858,-6,5,0.0,0.0,0,2,true
1859,7,5,0.0,0.0,0,9,true
1860,-8,5,0.0,0.0,0,1,true
1861,9,5,0.0,0.0,0,10,true
1862,-1,5,0.0,0.0,0,9,true
1863,0,5,0.0,0.0,0,9,true
1864,-1,5,0.0,0.0,0,8,true
1865,2,5,0.0,0.0,0,10,true
1866,0,5,0.0,0.0,0,10,true
1867,-2,5,0.0,0.0,0,8,true
1868,-6,5,0.0,0.0,0,2,true
1869,-1,4,0.0,0.0,0,1,true
1870,5,5,0.0,0.0,0,6,true
1871,-1,5,0.0,0.0,0,5,true
1872,-2,5,0.0,0.0,0,3,true
1873,-1,5,0.0,0.0,0,2,true
1874,0,5,0.0,0.0,0,2,true
1875,6,5,0.0,0.0,0,8,true
1876,2,5,0.0,0.0,0,10,true
1877,-3,5,0.0,0.0,0,7,true
1878,-1,5,0.0,0.0,0,6,true
1879,-2,5,0.0,0.0,0,4,true
1880,6,5,0.0,0.0,0,10,true
1881,0,5,0.0,0.0,0,10,true
1882,-3,5,0.0,0.0,0,7,true
1883,3,5,0.0,0.0,0,10,true
1884,-1,5,0.0,0.0,0,9,true
1885,-2,5,0.0,0.0,0,7,true
1886,3,5,0.0,0.0,0,10,true
1887,0,5,0.0,0.0,0,10,true
1888,-8,5,0.0,0.0,0,2,true
1889,5,5,0.0,0.0,0,7,true
1890,3,5,0.0,0.0,0,10,true
1891,-8,4,0.0,0.0,0,2,true
1892,4,5,0.0,0.0,0,6,true
1893,-5,5,0.0,0.0,0,1,true
1894,8,5,0.0,0.0,0,9,true
1895,-8,4,0.0,0.0,0,1,true
1896,3,5,0.0,0.0,0,4,true
1897,1,5,0.0,0.0,0,5,true
1898,5,5,0.0,0.0,0,10,true
1899,-2,5,0.0,0.0,0,8,true
1900,-1,5,0.0,0.0,0,7,true
1901,-3,5,0.0,0.0,0,4,true
1902,2,5,0.0,0.0,0,6,true
1903,-3,5,0.0,0.0,0,3,true
1904,1,5,0.0,0.0,0,4,true
1905,-3,5,0.0,0.0,0,1,true
1906,4,5,0.0,0.0,0,5,true
1907,-3,5,0.0,0.0,0,2,true
1908,1,5,0.0,0.0,0,3,true
1909,6,5,0.0,0.0,0,9,true
1910,0,5,0.0,0.0,0,9,true
1911,-3,5,0.0,0.0,0,6,true
1912,-3,5,0.0,0.0,0,3,true
1913,2,5,0.0,0.0,0,5,true
1914,-4,5,0.0,0.0,0,1,true
1915,6,5,0.0,0.0,0,7,true
1916,-2,5,0.0,0.0,0,5,true
1917,-4,5,0.0,0.0,0,1,true
1918,5,5,0.0,0.0,0,6,true
1919,-1,5,0.0,0.0,0,5,true
1920,4,5,0.0,0.0,0,9,true
1921,-6,5,0.0,0.0,0,3,true
1922,7,5,0.0,0.0,0,10,true
1923,-7,5,0.0,0.0,0,3,true
1924,-1,5,0.0,0.0,0,2,true
1925,3,5,0.0,0.0,0,5,true
1926,-1,5,0.0,0.0,0,4,true
1927,6,5,0.0,0.0,0,10,true
1928,-5,5,0.0,0.0,0,5,true
1929,2,5,0.0,0.0,0,7,true
1930,-3,5,0.0,0.0,0,4,true
1931,-2,5,0.0,0.0,0,2,true
1932,8,5,0.0,0.0,0,10,true
1933,-4,5,0.0,0.0,0,6,true
1934,3,5,0.0,0.0,0,9,true
1935,-7,5,0.0,0.0,0,2,true
1936,8,5,0.0,0.0,0,10,true
1937,-9,5,0.0,0.0,0,1,true
1938,9,5,0.0,0.0,0,10,true
1939,-9,5,0.0,0.0,0,1,true
1940,5,5,0.0,0.0,0,6,true
1941,-4,5,0.0,0.0,0,2,true
1942,5,5,0.0,0.0,0,7,true
1943,-2,5,0.0,0.0,0,5,true
1944,2,5,0.0,0.0,0,7,true
1945,-4,5,0.0,0.0,0,3,true
1946,2,5,0.0,0.0,0,5,true
1947,1,5,0.0,0.0,0,6,true
1948,3,5,0.0,0.0,0,9,true
1949,-1,5,0.0,0.0,0,8,true
1950,-4,4,0.0,0.0,0,4,true
1951,4,5,0.0,0.0,0,8,true
1952,-5,5,0.0,0.0,0,3,true
1953,-1,5,0.0,0.0,0,2,true
1954,7,5,0.0,0.0,0,9,true
1955,-2,5,0.0,0.0,0,7,true
1956,-3,5,0.0,0.0,0,4,true
1957,3,5,0.0,0.0,0,7,true
1958,-4,5,0.0,0.0,0,3,true
1959,0,5,0.0,0.0,0,3,true
1960,6,5,0.0,0.0,0,9,true
1961,-1,5,0.0,0.0,0,8,true
1962,0,4,0.0,0.0,0,8,true
1963,-6,5,0.0,0.0,0,2,true
1964,3,4,0.0,0.0,0,5,true
1965,1,5,0.0,0.0,0,6,true
1966,1,5,0.0,0.0,0,7,true
1967,3,5,0.0,0.0,0,10,true
1968,-4,5,0.0,0.0,0,6,true
1969,3,5,0.0,0.0,0,9,true
1970,-2,5,0.0,0.0,0,7,true
1971,3,5,0.0,0.0,0,10,true
1972,-2,4,0.0,0.0,0,8,true
1973,-7,5,0.0,0.0,0,1,true
1974,2,5,0.0,0.0,0,3,true
1975,5,5,0.0,0.0,0,8,true
1976,-7,5,0.0,0.0,0,1,true
1977,2,5,0.0,0.0,0,3,true
1978,-1,5,0.0,0.0,0,2,true
1979,4,5,0.0,0.0,0,6,true
1980,-5,5,0.0,0.0,0,1,true
1981,8,5,0.0,0.0,0,9,true
1982,-6,5,0.0,0.0,0,3,true
1983,4,5,0.0,0.0,0,7,true
1984,-1,5,0.0,0.0,0,6,true
1985,-4,4,0.0,0.0,0,2,true
1986,4,5,0.0,0.0,0,6,true
1987,-4,5,0.0,0.0,0,2,true
1988,5,5,0.0,0.0,0,7,true
1989,-4,5,0.0,0.0,0,3,true
1990,5,5,0.0,0.0,0,8,true
1991,-7,5,0.0,0.0,0,1,true
1992,2,5,0.0,0.0,0,3,true
1993,-2,5,0.0,0.0,0,1,true
1994,5,5,0.0,0.0,0,6,true
1995,-5,5,0.0,0.0,0,1,true
1996,8,5,0.0,0.0,0,9,true
1997,-7,5,0.0,0.0,0,2,true
1998,2,4,0.0,0.0,0,4,true
1999,6,5,0.0,0.0,0,10,true
2000,-8,5,0.0,0.0,0,2,true
2001,1,5,0.0,0.0,0,3,true
2002,-1,5,0.0,0.0,0,2,true
2003,1,4,0.0,0.0,0,3,true
2004,3,4,0.0,0.0,0,6,true
2005,1,5,0.0,0.0,0,7,true
2006,1,5,0.0,0.0,0,8,true
2007,-2,5,0.0,0.0,0,6,true
2008,4,5,0.0,0.0,0,10,true
2009,-8,5,0.0,0.0,0,2,true
2010,1,5,0.0,0.0,0,3,true
2011,7,5,0.0,0.0,0,10,true
2012,-6,5,0.0,0.0,0,4,true
2013,3,5,0.0,0.0,0,7,true
2014,-5,4,0.0,0.0,0,2,true
2015,4,5,0.0,0.0,0,6,true
2016,4,5,0.0,0.0,0,10,true
2017,-6,5,0.0,0.0,0,4,true
2018,-2,5,0.0,0.0,0,2,true
2019,6,5,0.0,0.0,0,8,true
2020,-5,5,0.0,0.0,0,3,true
2021,3,5,0.0,0.0,0,6,true
2022,-1,5,0.0,0.0,0,5,true
2023,4,5,0.0,0.0,0,9,true
2024,-5,4,0.0,0.0,0,4,true
2025,6,5,0.0,0.0,0,10,true
2026,-7,5,0.0,0.0,0,3,true
2027,0,5,0.0,0.0,0,3,true
2028,6,5,0.0,0.0,0,9,true
2029,-1,5,0.0,0.0,0,8,true
2030,-2,5,0.0,0.0,0,6,true
2031,-1,5,0.0,0.0,0,5,true
2032,1,5,0.0,0.0,0,6,true
2033,-4,5,0.0,0.0,0,2,true
2034,5,5,0.0,0.0,0,7,true
2035,-6,5,0.0,0.0,0,1,true
2036,0,5,0.0,0.0,0,1,true
2037,3,4,0.0,0.0,0,4,true
2038,1,5,0.0,0.0,0,5,true
2039,-1,5,0.0,0.0,0,4,true
2040,5,5,0.0,0.0,0,9,true
2041,-5,5,0.0,0.0,0,4,true
2042,-1,5,0.0,0.0,0,3,true
2043,2,5,0.0,0.0,0,5,true
2044,-4,5,0.0,0.0,0,1,true
2045,8,5,0.0,0.0,0,9,true
2046,-8,5,0.0,0.0,0,1,true
2047,8,5,0.0,0.0,0,9,true
2048,-1,5,0.0,0.0,0,8,true
2049,-7,5,0.0,0.0,0,1,true
2050,4,5,0.0,0.0,0,5,true
2051,-2,5,0.0,0.0,0,3,true
2052,4,5,0.0,0.0,0,7,true
2053,-2,5,0.0,0.0,0,5,true
2054,0,5,0.0,0.0,0,5,true
2055,5,5,0.0,0.0,0,10,true
2056,-3,5,0.0,0.0,0,7,true
2057,-1,5,0.0,0.0,0,6,true
2058,-1,5,0.0,0.0,0,5,true
2059,2,5,0.0,0.0,0,7,true
2060,3,5,0.0,0.0,0,10,true
2061,-4,5,0.0,0.0,0,6,true
2062,-5,5,0.0,0.0,0,1,true
2063,8,5,0.0,0.0,0,9,true
2064,-6,5,0.0,0.0,0,3,true
2065,-1,5,0.0,0.0,0,2,true
2066,7,5,0.0,0.0,0,9,true
2067,-5,5,0.0,0.0,0,4,true
2068,3,5,0.0,0.0,0,7,true
2069,-2,5,0.0,0.0,0,5,true
2070,-4,5,0.0,0.0,0,1,true
2071,5,5,0.0,0.0,0,6,true
2072,0,5,0.0,0.0,0,6,true
2073,0,5,0.0,0.0,0,6,true
2074,2,5,0.0,0.0,0,8,true
2075,-6,5,0.0,0.0,0,2,true
2076,1,5,0.0,0.0,0,3,true
2077,-2,5,0.0,0.0,0,1,true
2078,2,5,0.0,0.0,0,3,true
2079,-1,5,0.0,0.0,0,2,true
2080,7,5,0.0,0.0,0,9,true
2081,-3,5,0.0,0.0,0,6,true
2082,3,5,0.0,0.0,0,9,true
2083,-2,5,0.0,0.0,0,7,true
2084,-5,5,0.0,0.0,0,2,true
2085,2,5,0.0,0.0,0,4,true
2086,-2,5,0.0,0.0,0,2,true
2087,4,5,0.0,0.0,0,6,true
2088,1,5,0.0,0.0,0,7,true
2089,-1,5,0.0,0.0,0,6,true
2090,-4,5,0.0,0.0,0,2,true
2091,4,5,0.0,0.0,0,6,true
2092,-5,5,0.0,0.0,0,1,true
2093,1,5,0.0,0.0,0,2,true
2094,1,5,0.0,0.0,0,3,true
2095,7,5,0.0,0.0,0,10,true
2096,-9,5,0.0,0.0,0,1,true
2097,5,5,0.0,0.0,0,6,true
2098,0,5,0.0,0.0,0,6,true
2099,-3,5,0.0,0.0,0,3,true
2100,5,5,0.0,0.0,0,8,true
2101,0,5,0.0,0.0,0,8,true
2102,1,5,0.0,0.0,0,9,true
2103,-2,5,0.0,0.0,0,7,true
2104,2,5,0.0,0.0,0,9,true
2105,0,5,0.0,0.0,0,9,true
2106,-2,5,0.0,0.0,0,7,true
2107,-1,5,0.0,0.0,0,6,true
2108,-4,5,0.0,0.0,0,2,true
2109,1,5,0.0,0.0,0,3,true
2110,6,5,0.0,0.0,0,9,true
2111,-4,5,0.0,0.0,0,5,true
2112,0,5,0.0,0.0,0,5,true
2113,-4,5,0.0,0.0,0,1,true
2114,3,5,0.0,0.0,0,4,true
2115,-2,5,0.0,0.0,0,2,true
2116,6,5,0.0,0.0,0,8,true
2117,0,5,0.0,0.0,0,8,true
2118,-6,5,0.0,0.0,0,2,true
2119,0,5,0.0,0.0,0,2,true
2120,2,5,0.0,0.0,0,4,true
2121,2,5,0.0,0.0,0,6,true
2122,-2,5,0.0,0.0,0,4,true
2123,-3,5,0.0,0.0,0,1,true
2124,0,5,0.0,0.0,0,1,true
2125,0,5,0.0,0.0,0,1,true
2126,2,5,0.0,0.0,0,3,true
2127,5,5,0.0,0.0,0,8,true
2128,-2,5,0.0,0.0,0,6,true
2129,0,5,0.0,0.0,0,6,true
2130,4,5,0.0,0.0,0,10,true
2131,-3,5,0.0,0.0,0,7,true
2132,-1,5,0.0,0.0,0,6,true
2133,-4,4,0.0,0.0,0,2,true
2134,-1,5,0.0,0.0,0,1,true
2135,8,5,0.0,0.0,0,9,true
2136,-6,5,0.0,0.0,0,3,true
2137,-1,5,0.0,0.0,0,2,true
2138,6,5,0.0,0.0,0,8,true
2139,-7,5,0.0,0.0,0,1,true
2140,6,5,0.0,0.0,0,7,true
2141,-5,5,0.0,0.0,0,2,true
2142,7,5,0.0,0.0,0,9,true
2143,-1,3,0.0,0.0,0,8,true
2144,-7,5,0.0,0.0,0,1,true
2145,3,5,0.0,0.0,0,4,true
2146,-1,5,0.0,0.0,0,3,true
2147,7,5,0.0,0.0,0,10,true
2148,-5,5,0.0,0.0,0,5,true
2149,5,5,0.0,0.0,0,10,true
2150,-2,4,0.0,0.0,0,8,true
2151,1,5,0.0,0.0,0,9,true
2152,-6,5,0.0,0.0,0,3,true
2153,1,5,0.0,0.0,0,4,true
2154,5,5,0.0,0.0,0,9,true
2155,-4,5,0.0,0.0,0,5,true
2156,4,5,0.0,0.0,0,9,true
2157,-2,5,0.0,0.0,0,7,true
2158,-6,5,0.0,0.0,0,1,true
2159,6,5,0.0,0.0,0,7,true
2160,-3,5,0.0,0.0,0,4,true
2161,3,5,0.0,0.0,0,7,true
2162,3,5,0.0,0.0,0,10,true
2163,0,4,0.0,0.0,0,10,true
2164,-9,5,0.0,0.0,0,1,true
2165,3,5,0.0,0.0,0,4,true
2166,5,5,0.0,0.0,0,9,true
2167,0,5,0.0,0.0,0,9,true
2168,1,5,0.0,0.0,0,10,true
2169,-1,5,0.0,0.0,0,9,true
2170,-2,5,0.0,0.0,0,7,true
2171,-2,5,0.0,0.0,0,5,true
2172,1,5,0.0,0.0,0,6,true
2173,-2,5,0.0,0.0,0,4,true
2174,-2,5,0.0,0.0,0,2,true
2175,5,5,0.0,0.0,0,7,true
2176,-1,5,0.0,0.0,0,6,true
2177,-2,5,0.0,0.0,0,4,true
2178,-3,4,0.0,0.0,0,1,true
2179,8,5,0.0,0.0,0,9,true
2180,-6,5,0.0,0.0,0,3,true
2181,-1,5,0.0,0.0,0,2,true
2182,7,5,0.0,0.0,0,9,true
2183,-3,5,0.0,0.0,0,6,true
2184,-4,5,0.0,0.0,0,2,true
2185,-1,5,0.0,0.0,0,1,true
2186,4,5,0.0,0.0,0,5,true
2187,1,5,0.0,0.0,0,6,true
2188,-3,5,0.0,0.0,0,3,true
2189,5,5,0.0,0.0,0,8,true
2190,-5,5,0.0,0.0,0,3,true
2191,0,5,0.0,0.0,0,3,true
2192,0,5,0.0,0.0,0,3,true
2193,-2,5,0.0,0.0,0,1,true
2194,0,5,0.0,0.0,0,1,true
2195,9,5,0.0,0.0,0,10,true
2196,-2,5,0.0,0.0,0,8,true
2197,-3,5,0.0,0.0,0,5,true
2198,-1,5,0.0,0.0,0,4,true
2199,6,5,0.0,0.0,0,10,true
2200,-2,5,0.0,0.0,0,8,true
2201,2,5,0.0,0.0,0,10,true
2202,-1,5,0.0,0.0,0,9,true
2203,-7,5,0.0,0.0,0,2,true
2204,6,5,0.0,0.0,0,8,true
2205,-4,5,0.0,0.0,0,4,true
2206,5,5,0.0,0.0,0,9,true
2207,-8,5,0.0,0.0,0,1,true
2208,1,5,0.0,0.0,0,2,true
2209,3,5,0.0,0.0,0,5,true
2210,4,5,0.0,0.0,0,9,true
2211,-2,5,0.0,0.0,0,7,true
2212,0,5,0.0,0.0,0,7,true
2213,-2,5,0.0,0.0,0,5,true
2214,-1,5,0.0,0.0,0,4,true
2215,2,5,0.0,0.0,0,6,true
2216,-3,5,0.0,0.0,0,3,true
2217,1,5,0.0,0.0,0,4,true
2218,6,5,0.0,0.0,0,10,true
2219,-9,5,0.0,0.0,0,1,true
2220,5,4,0.0,0.0,0,6,true
2221,-5,5,0.0,0.0,0,1,true
2222,9,5,0.0,0.0,0,10,true
2223,-8,5,0.0,0.0,0,2,true
2224,-1,5,0.0,0.0,0,1,true
2225,4,5,0.0,0.0,0,5,true
2226,5,5,0.0,0.0,0,10,true
2227,0,5,0.0,0.0,0,10,true
2228,-7,4,0.0,0.0,0,3,true
2229,0,5,0.0,0.0,0,3,true
2230,-1,5,0.0,0.0,0,2,true
2231,0,5,0.0,0.0,0,2,true
2232,3,5,0.0,0.0,0,5,true
2233,5,5,0.0,0.0,0,10,true
2234,-7,5,0.0,0.0,0,3,true
2235,2,5,0.0,0.0,0,5,true
2236,-2,5,0.0,0.0,0,3,true
2237,0,4,0.0,0.0,0,3,true
2238,-2,5,0.0,0.0,0,1,true
2239,3,5,0.0,0.0,0,4,true
2240,-2,5,0.0,0.0,0,2,true
2241,8,5,0.0,0.0,0,10,true
2242,-6,5,0.0,0.0,0,4,true
2243,1,4,0.0,0.0,0,5,true
2244,-3,5,0.0,0.0,0,2,true
2245,-1,5,0.0,0.0,0,1,true
2246,3,5,0.0,0.0,0,4,true
2247,-1,5,0.0,0.0,0,3,true
2248,5,5,0.0,0.0,0,8,true
2249,-4,5,0.0,0.0,0,4,true
2250,-2,5,0.0,0.0,0,2,true
2251,5,5,0.0,0.0,0,7,true
2252,-5,4,0.0,0.0,0,2,true
2253,2,5,0.0,0.0,0,4,true
2254,-1,5,0.0,0.0,0,3,true
2255,7,5,0.0,0.0,0,10,true
2256,-1,5,0.0,0.0,0,9,true
2257,0,5,0.0,0.0,0,9,true
2258,-6,5,0.0,0.0,0,3,true
2259,3,4,0.0,0.0,0,6,true
2260,0,5,0.0,0.0,0,6,true
2261,-3,5,0.0,0.0,0,3,true
2262,0,5,0.0,0.0,0,3,true
2263,6,5,0.0,0.0,0,9,true
2264,1,5,0.0,0.0,0,10,true
2265,-9,5,0.0,0.0,0,1,true
2266,6,5,0.0,0.0,0,7,true
2267,-4,5,0.0,0.0,0,3,true
2268,3,5,0.0,0.0,0,6,true
2269,-4,5,0.0,0.0,0,2,true
2270,4,5,0.0,0.0,0,6,true
2271,2,5,0.0,0.0,0,8,true
2272,1,5,0.0,0.0,0,9,true
2273,-7,5,0.0,0.0,0,2,true
2274,6,5,0.0,0.0,0,8,true
2275,0,5,0.0,0.0,0,8,true
2276,-6,5,0.0,0.0,0,2,true
2277,4,5,0.0,0.0,0,6,true
2278,3,5,0.0,0.0,0,9,true
2279,-4,5,0.0,0.0,0,5,true
2280,4,5,0.0,0.0,0,9,true
2281,-7,5,0.0,0.0,0,2,true
2282,0,5,0.0,0.0,0,2,true
2283,-1,5,0.0,0.0,0,1,true
2284,7,5,0.0,0.0,0,8,true
2285,-4,5,0.0,0.0,0,4,true
2286,3,4,0.0,0.0,0,7,true
2287,-5,5,0.0,0.0,0,2,true
2288,1,5,0.0,0.0,0,3,true
2289,5,5,0.0,0.0,0,8,true
2290,-4,5,0.0,0.0,0,4,true
2291,6,5,0.0,0.0,0,10,true
2292,-9,5,0.0,0.0,0,1,true
2293,3,5,0.0,0.0,0,4,true
2294,3,4,0.0,0.0,0,7,true
2295,-1,5,0.0,0.0,0,6,true
2296,-5,5,0.0,0.0,0,1,true
2297,8,5,0.0,0.0,0,9,true
2298,0,5,0.0,0.0,0,9,true
2299,-1,5,0.0,0.0,0,8,true
2300,-3,5,0.0,0.0,0,5,true
2301,3,5,0.0,0.0,0,8,true
2302,-7,5,0.0,0.0,0,1,true
2303,1,5,0.0,0.0,0,2,true
2304,8,5,0.0,0.0,0,10,true
2305,0,5,0.0,0.0,0,10,true
2306,-2,5,0.0,0.0,0,8,true
2307,-6,5,0.0,0.0,0,2,true
2308,6,5,0.0,0.0,0,8,true
2309,-4,5,0.0,0.0,0,4,true
2310,4,5,0.0,0.0,0,8,true
2311,-6,5,0.0,0.0,0,2,true
2312,2,5,0.0,0.0,0,4,true
2313,0,5,0.0,0.0,0,4,true
2314,-1,5,0.0,0.0,0,3,true
2315,0,5,0.0,0.0,0,3,true
2316,-1,5,0.0,0.0,0,2,true
2317,6,5,0.0,0.0,0,8,true
2318,1,4,0.0,0.0,0,9,true
2319,0,5,0.0,0.0,0,9,true
2320,-7,4,0.0,0.0,0,2,true
2321,7,5,0.0,0.0,0,9,true
2322,-7,5,0.0,0.0,0,2,true
2323,5,5,0.0,0.0,0,7,true
2324,-2,5,0.0,0.0,0,5,true
2325,4,5,0.0,0.0,0,9,true
2326,0,5,0.0,0.0,0,9,true
2327,-7,5,0.0,0.0,0,2,true
2328,2,5,0.0,0.0,0,4,true
2329,4,5,0.0,0.0,0,8,true
2330,-7,5,0.0,0.0,0,1,true
2331,8,5,0.0,0.0,0,9,true
2332,-4,5,0.0,0.0,0,5,true
2333,-4,5,0.0,0.0,0,1,true
2334,0,5,0.0,0.0,0,1,true
2335,1,5,0.0,0.0,0,2,true
2336,0,5,0.0,0.0,0,2,true
2337,2,5,0.0,0.0,0,4,true
2338,-1,5,0.0,0.0,0,3,true
2339,1,5,0.0,0.0,0,4,true
2340,-2,5,0.0,0.0,0,2,true
2341,0,5,0.0,0.0,0,2,true
2342,-1,5,0.0,0.0,0,1,true
2343,4,4,0.0,0.0,0,5,true
2344,0,5,0.0,0.0,0,5,true
2345,1,5,0.0,0.0,0,6,true
2346,0,5,0.0,0.0,0,6,true
2347,-1,5,0.0,0.0,0,5,true
2348,-4,5,0.0,0.0,0,1,true
2349,7,5,0.0,0.0,0,8,true
2350,-3,5,0.0,0.0,0,5,true
2351,2,5,0.0,0.0,0,7,true
2352,2,5,0.0,0.0,0,9,true
2353,0,5,0.0,0.0,0,9,true
2354,-8,5,0.0,0.0,0,1,true
2355,6,5,0.0,0.0,0,7,true
2356,-1,5,0.0,0.0,0,6,true
2357,-5,5,0.0,0.0,0,1,true
2358,8,5,0.0,0.0,0,9,true
2359,-7,5,0.0,0.0,0,2,true
2360,3,5,0.0,0.0,0,5,true
2361,-1,5,0.0,0.0,0,4,true
2362,5,5,0.0,0.0,0,9,true
2363,-2,5,0.0,0.0,0,7,true
2364,0,5,0.0,0.0,0,7,true
2365,2,5,0.0,0.0,0,9,true
2366,1,5,0.0,0.0,0,10,true
2367,-8,5,0.0,0.0,0,2,true
2368,8,5,0.0,0.0,0,10,true
2369,-5,5,0.0,0.0,0,5,true
2370,-2,4,0.0,0.0,0,3,true
2371,7,4,0.0,0.0,0,10,true
2372,-7,5,0.0,0.0,0,3,true
2373,0,5,0.0,0.0,0,3,true
2374,3,5,0.0,0.0,0,6,true
2375,-4,5,0.0,0.0,0,2,true
2376,2,5,0.0,0.0,0,4,true
2377,-3,5,0.0,0.0,0,1,true
2378,6,5,0.0,0.0,0,7,true
2379,-6,5,0.0,0.0,0,1,true
2380,2,5,0.0,0.0,0,3,true
2381,7,5,0.0,0.0,0,10,true
2382,0,5,0.0,0.0,0,10,true
2383,-7,5,0.0,0.0,0,3,true
2384,5,4,0.0,0.0,0,8,true
2385,1,5,0.0,0.0,0,9,true
2386,-6,5,0.0,0.0,0,3,true
2387,1,5,0.0,0.0,0,4,true
2388,2,5,0.0,0.0,0,6,true
2389,0,5,0.0,0.0,0,6,true
2390,3,5,0.0,0.0,0,9,true
2391,-3,5,0.0,0.0,0,6,true
2392,-4,5,0.0,0.0,0,2,true
2393,3,5,0.0,0.0,0,5,true
2394,4,5,0.0,0.0,0,9,true
2395,-1,5,0.0,0.0,0,8,true
2396,-7,5,0.0,0.0,0,1,true
2397,0,5,0.0,0.0,0,1,true
2398,1,5,0.0,0.0,0,2,true
2399,2,5,0.0,0.0,0,4,true
2400,-2,5,0.0,0.0,0,2,true
2401,7,5,0.0,0.0,0,9,true
2402,-6,5,0.0,0.0,0,3,true
2403,3,5,0.0,0.0,0,6,true
2404,2,5,0.0,0.0,0,8,true
2405,2,5,0.0,0.0,0,10,true
2406,-2,5,0.0,0.0,0,8,true
2407,-7,5,0.0,0.0,0,1,true
2408,1,5,0.0,0.0,0,2,true
2409,7,5,0.0,0.0,0,9,true
2410,-2,5,0.0,0.0,0,7,true
2411,-2,5,0.0,0.0,0,5,true
2412,-3,5,0.0,0.0,0,2,true
2413,2,5,0.0,0.0,0,4,true
2414,-2,5,0.0,0.0,0,2,true
2415,4,5,0.0,0.0,0,6,true
2416,-2,5,0.0,0.0,0,4,true
2417,4,4,0.0,0.0,0,8,true
2418,-4,5,0.0,0.0,0,4,true
2419,5,5,0.0,0.0,0,9,true
2420,-5,5,0.0,0.0,0,4,true
2421,0,5,0.0,0.0,0,4,true
2422,5,5,0.0,0.0,0,9,true
2423,-4,5,0.0,0.0,0,5,true
2424,5,5,0.0,0.0,0,10,true
2425,-9,4,0.0,0.0,0,1,true
2426,1,5,0.0,0.0,0,2,true
2427,1,4,0.0,0.0,0,3,true
2428,-2,4,0.0,0.0,0,1,true
2429,6,5,0.0,0.0,0,7,true
2430,-3,5,0.0,0.0,0,4,true
2431,-1,5,0.0,0.0,0,3,true
2432,1,5,0.0,0.0,0,4,true
2433,5,5,0.0,0.0,0,9,true
2434,1,5,0.0,0.0,0,10,true
2435,-3,5,0.0,0.0,0,7,true
2436,-1,5,0.0,0.0,0,6,true
2437,-4,5,0.0,0.0,0,2,true
2438,3,5,0.0,0.0,0,5,true
2439,1,5,0.0,0.0,0,6,true
2440,0,5,0.0,0.0,0,6,true
2441,2,5,0.0,0.0,0,8,true
2442,-3,5,0.0,0.0,0,5,true
2443,3,5,0.0,0.0,0,8,true
2444,-2,5,0.0,0.0,0,6,true
2445,-1,4,0.0,0.0,0,5,true
2446,1,5,0.0,0.0,0,6,true
2447,-3,5,0.0,0.0,0,3,true
2448,-1,5,0.0,0.0,0,2,true
2449,4,5,0.0,0.0,0,6,true
2450,3,5,0.0,0.0,0,9,true
2451,-4,5,0.0,0.0,0,5,true
2452,3,5,0.0,0.0,0,8,true
2453,0,5,0.0,0.0,0,8,true
2454,-4,5,0.0,0.0,0,4,true
2455,5,5,0.0,0.0,0,9,true
2456,-7,5,0.0,0.0,0,2,true
2457,3,5,0.0,0.0,0,5,true
2458,1,5,0.0,0.0,0,6,true
2459,1,5,0.0,0.0,0,7,true
2460,-6,5,0.0,0.0,0,1,true
2461,7,5,0.0,0.0,0,8,true
2462,-1,5,0.0,0.0,0,7,true
